text,label
kamera di salah satu sudut gerai kami ini  adalah saksi bisu akan banyaknya memori yang tercipta di kolibrew  bagi kami  semua momen yang tercipta dengan kalian adalah momen yang sangat berharga  bagaimana kami tumbuh dengan dukungan kalian  let s make some beautiful memory with us  ,1
survey new endonesia,0
kalau iklan asal sudah steady  well implemented hopefully ada transferan,1
not yet  sepertinya aku sama kaya yang    adirect messagein deh  can not move on to the reality  ,0
kudianggap tidak becus karena salah mengarahkan  well  ,0
ketusuk padahal not fully because those people juga sih  but thanks nik  i am still considering my decision,1
when you udah semangat ke sekolah  terus di jalan ketemu doi goncengan sama temen kamu sendiri tuh rasanya       argh ,0
well  tiap orang bisa berubah kapan saja  apalagi faktor yang mendorong perubahan itu rasa kecewa  jangan harap semua bisa sama sepert sebelumnya ,1
tidak cuma formalitas aja gitu nanya  kenapa  oo gitu  mengangguk ngangguk  ok  alergi obat  ok  saya resep ya    saya sebal sangat sama yang begini   sorry not sorry  i need to discuss what happened with my body  what should i do and so on and so on    tidak cuma minum obat dari resep ,0
that is why selalu malas ke cs bank  maunya cuma ganti kartu  buka m banking malah ditawarin unit link ini itu,0
not biased tapi disini dia keren   cantik sangat gila,1
am not sure so  tentang percaya atau ga percaya kalau udah begini  kalau pake logika sederhana biasa sih ya gabisa begitu  kalau keluarga saya ngandelin penghasilan bapak gua aja dengan keadaan anaknya ada   dan rese rese ini yaaa gimana ya ,0
well  kalau memang udah keliatan bete sih biasanya aku otomatis mundur ngasih space  tapi tanyain dulu baik baik  lagi kenapa  kalau memang gamau ngebahas yaaa yaudah  kebetulan aku bukan cewek yang kalau bete malah menghindar so i cant relate ,0
diam kamu poop anaconda,0
at worlds ends nya mana ,1
kalau program gini imho ya pak tidak efektif sangat meskipun maksudnya bagus  karena di sekolah dan kampus pun ada pesantren dan pembelajaran islam lebih dalam di bulan ramadhan  daripada libur   bulan  why not fix the education system biar lebih bagus dan syariah  ,1
